player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles_attempted,tackles,start_min,finish_min,team_goals_conceded
21,25-26-friendly-arsenal-vs-milan,66,0,0,3,0.0,0.0,0,1,0,2,36,25,96.0,0.0,5,0,0.0,1,100.0,1,0,1,0,0,0,0,2,1,2,67.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,50.0,100.0,0.0,,1.0,,,
24,25-26-friendly-arsenal-vs-milan,45,0,0,0,0.0,0.0,0,0,0,0,37,28,88.0,1.0,4,0,0.0,0,0.0,0,0,5,0,1,1,1,1,2,1,33.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,,1.0,,,
16,25-26-friendly-arsenal-vs-milan,66,1,0,3,0.0,0.0,2,0,0,11,49,25,86.0,2.0,1,1,25.0,1,100.0,2,0,2,0,0,0,2,5,8,5,45.0,0,0.0,2,2,0,0,0.0,0.0,0,0,0,0,0,5,0,1,0.0,67.0,0.0,,3.0,,,
7,25-26-friendly-arsenal-vs-milan,45,0,0,1,0.0,0.0,1,0,0,1,41,32,89.0,2.0,6,0,0.0,0,0.0,1,2,3,0,1,0,0,3,2,1,33.0,2,100.0,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,,1.0,,,
9,25-26-friendly-arsenal-vs-milan,45,0,1,0,0.0,0.0,0,0,0,1,29,25,93.0,2.0,5,1,100.0,0,0.0,0,0,4,0,0,0,0,1,1,1,100.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,1.0,,,
6,25-26-friendly-arsenal-vs-milan,66,0,0,0,0.0,0.0,0,0,0,0,49,43,98.0,0.0,9,0,0.0,0,0.0,1,1,3,1,2,2,0,2,1,1,100.0,1,50.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,,1.0,,,
17,25-26-friendly-arsenal-vs-milan,45,0,0,3,0.0,0.0,1,0,0,3,49,34,89.0,1.0,5,1,33.0,1,100.0,0,2,2,0,0,0,0,1,0,1,100.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0,0,7,0,0,0.0,0.0,0.0,,0.0,,,
30,25-26-friendly-arsenal-vs-milan,79,0,0,2,0.0,0.0,0,0,0,8,24,14,82.0,2.0,1,0,0.0,1,100.0,1,0,3,0,1,1,1,3,4,2,50.0,1,33.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,,1.0,,,
20,25-26-friendly-arsenal-vs-milan,45,0,0,2,0.0,0.0,2,1,0,2,37,24,83.0,0.0,0,1,50.0,0,0.0,0,1,4,0,0,0,0,1,1,1,50.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,100.0,0.0,0.0,,0.0,,,
12,25-26-friendly-arsenal-vs-milan,45,0,0,0,0.0,0.0,0,0,0,0,32,24,96.0,0.0,3,0,0.0,1,50.0,0,1,3,0,0,0,0,0,2,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,
10,25-26-friendly-arsenal-vs-milan,45,0,0,0,0.0,0.0,0,0,0,2,33,27,87.0,0.0,6,0,0.0,2,100.0,0,0,2,0,0,0,0,1,0,0,0.0,1,100.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,
15,25-26-friendly-arsenal-vs-milan,24,0,0,0,0.0,0.0,0,0,0,0,17,11,92.0,0.0,2,0,0.0,0,0.0,2,0,1,0,0,0,0,3,0,3,100.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,67.0,0.0,,3.0,,,
25,25-26-friendly-arsenal-vs-milan,45,0,0,2,0.0,0.0,1,2,0,3,26,12,86.0,1.0,1,0,0.0,0,0.0,1,0,0,0,1,1,1,4,5,4,44.0,0,0.0,0,2,0,0,0.0,0.0,0,0,0,2,0,0,0,0,100.0,50.0,0.0,,2.0,,,
2,25-26-friendly-arsenal-vs-milan,45,0,0,0,0.0,0.0,0,0,0,0,11,6,75.0,0.0,1,0,0.0,1,33.0,0,0,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0,6,1,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,
11,25-26-friendly-arsenal-vs-milan,66,0,0,2,0.0,0.0,0,0,0,4,47,30,97.0,2.0,6,0,0.0,1,100.0,1,0,1,0,1,0,0,2,1,2,100.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,,1.0,,,
26,25-26-friendly-arsenal-vs-milan,45,0,0,0,0.0,0.0,0,0,0,1,42,31,89.0,2.0,11,0,0.0,2,100.0,1,1,1,0,1,0,2,3,2,3,60.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,50.0,0.0,,2.0,,,
19,25-26-friendly-arsenal-vs-milan,45,0,0,1,0.0,0.0,0,2,0,4,19,6,75.0,0.0,0,0,0.0,0,0.0,0,0,4,0,0,0,1,3,3,3,50.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,50.0,0.0,0.0,,0.0,,,
22,25-26-friendly-arsenal-vs-milan,24,0,0,1,0.0,0.0,1,0,0,1,10,8,89.0,1.0,1,0,0.0,1,100.0,0,0,1,0,0,0,0,2,1,0,0.0,2,100.0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,
27,25-26-friendly-arsenal-vs-milan,11,0,0,2,0.0,0.0,1,0,0,3,15,10,91.0,2.0,0,1,100.0,0,0.0,0,0,1,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,,0.0,,,
1,25-26-friendly-arsenal-vs-milan,45,0,0,0,0.0,0.0,0,0,0,0,8,4,57.0,0.0,1,0,0.0,0,0.0,0,0,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,
488,25-26-friendly-newcastle-united-vs-celtic,45,0,0,1,0.02,0.05,0,2,0,0,37,25,,2.0,6,0,,3,,1,0,4,0,0,0,0,6,1,6,,0,,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
491,25-26-friendly-newcastle-united-vs-celtic,45,0,0,1,0.05,0.08,1,0,0,0,39,32,,1.0,4,1,,3,,1,1,4,0,0,0,0,3,0,2,,1,,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
478,25-26-friendly-newcastle-united-vs-celtic,45,0,0,0,0.0,0.09,0,0,0,1,40,17,,2.0,5,4,,0,,0,2,2,0,1,0,0,1,1,0,,1,,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
500,25-26-friendly-newcastle-united-vs-celtic,76,0,0,4,0.32,0.0,2,1,1,7,22,9,,0.0,0,0,,1,,0,0,1,0,0,0,0,4,2,2,,2,,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
479,25-26-friendly-newcastle-united-vs-celtic,45,0,0,0,0.0,0.31,0,0,0,0,53,36,,1.0,7,1,,1,,0,0,2,0,1,0,0,1,0,1,,0,,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
476,25-26-friendly-newcastle-united-vs-celtic,45,0,0,0,0.0,0.01,0,0,0,0,50,40,,0.0,4,0,,3,,0,0,2,0,2,0,0,2,1,2,,0,,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
481,25-26-friendly-newcastle-united-vs-celtic,45,0,0,0,0.0,0.07,0,1,0,0,42,22,,1.0,2,1,,0,,0,0,3,0,1,0,0,4,4,4,,0,,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
484,25-26-friendly-newcastle-united-vs-celtic,45,0,0,0,0.0,0.02,0,0,0,0,43,28,,0.0,2,0,,0,,1,1,1,0,1,1,0,2,2,1,,1,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
486,25-26-friendly-newcastle-united-vs-celtic,45,0,0,1,0.02,0.09,1,1,0,1,28,14,,1.0,0,2,,1,,0,0,1,0,0,0,0,3,4,3,,0,,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
485,25-26-friendly-newcastle-united-vs-celtic,45,0,0,1,0.05,0.04,0,1,0,4,25,14,,1.0,2,0,,1,,1,0,0,0,0,0,1,4,3,4,,0,,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
498,25-26-friendly-newcastle-united-vs-celtic,45,0,0,1,0.13,0.02,0,0,0,2,29,16,,0.0,3,0,,0,,2,0,1,0,0,0,0,2,2,2,,0,,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
474,25-26-friendly-newcastle-united-vs-celtic,45,0,0,2,0.07,0.02,0,1,0,3,49,33,,0.0,8,0,,6,,0,0,0,0,3,1,0,2,2,1,,1,,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
475,25-26-friendly-newcastle-united-vs-celtic,45,0,0,0,0.0,0.01,0,0,0,0,48,44,,0.0,5,0,,4,,0,0,1,1,1,1,0,1,0,0,,1,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
480,25-26-friendly-newcastle-united-vs-celtic,45,0,0,1,0.02,0.01,1,0,0,1,52,48,,0.0,4,0,,4,,0,0,2,0,0,0,0,1,1,0,,1,,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
487,25-26-friendly-newcastle-united-vs-celtic,45,0,0,1,0.03,0.04,0,0,0,4,25,15,,2.0,3,2,,0,,0,0,1,0,0,0,0,0,1,0,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
497,25-26-friendly-newcastle-united-vs-celtic,76,0,0,1,0.09,0.02,0,0,0,3,45,34,,0.0,4,0,,0,,0,0,4,0,0,0,0,1,2,1,,0,,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
489,25-26-friendly-newcastle-united-vs-celtic,45,0,0,2,0.06,0.01,1,0,0,6,18,6,,0.0,0,1,,0,,0,0,2,0,0,0,1,0,1,0,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
501,25-26-friendly-newcastle-united-vs-celtic,14,0,0,1,0.25,0.0,1,0,1,1,6,2,,1.0,0,0,,0,,0,0,0,0,0,0,0,0,2,0,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
494,25-26-friendly-newcastle-united-vs-celtic,45,0,0,0,0.0,0.02,0,0,0,2,12,12,,1.0,0,0,,0,,0,0,2,0,0,0,1,0,2,0,,0,,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
470,25-26-friendly-newcastle-united-vs-celtic,45,0,0,0,0.0,0.0,0,0,0,0,36,31,,0.0,0,0,,5,,0,0,2,0,0,0,0,0,0,0,,0,,0,0,1,2,1.23,0.77,0,31,5,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
469,25-26-friendly-newcastle-united-vs-celtic,45,0,0,0,0.0,0.0,0,0,0,0,19,13,,0.0,0,0,,0,,0,0,3,0,1,0,0,0,0,0,,0,,0,0,1,2,1.79,0.21,0,13,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
266,25-26-friendly-crystal-palace-vs-crawley-town,65,1,0,5,0.87,0.16,3,4,0,4,59,32,,2.0,3,1,,2,,0,1,8,0,0,0,1,6,3,6,,0,,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
283,25-26-friendly-crystal-palace-vs-crawley-town,65,1,1,2,0.66,0.31,1,0,1,4,21,10,,1.0,2,0,,2,,0,0,0,0,0,0,0,1,1,1,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
263,25-26-friendly-crystal-palace-vs-crawley-town,77,0,0,1,0.12,0.17,0,1,0,2,66,45,,0.0,9,0,,3,,2,4,9,0,2,0,0,5,1,4,,1,,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
258,25-26-friendly-crystal-palace-vs-crawley-town,45,0,1,0,0.0,0.04,0,0,0,2,36,13,,1.0,3,1,,1,,1,2,2,0,1,0,0,2,0,2,,0,,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
256,25-26-friendly-crystal-palace-vs-crawley-town,45,1,0,1,0.2,0.1,1,0,0,2,30,19,,0.0,1,0,,0,,1,1,2,0,0,0,0,2,2,1,,1,,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
257,25-26-friendly-crystal-palace-vs-crawley-town,90,0,0,0,0.0,0.01,0,0,0,0,58,43,,0.0,3,0,,3,,0,2,6,0,4,3,0,5,0,1,,4,,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
253,25-26-friendly-crystal-palace-vs-crawley-town,90,0,0,0,0.0,0.0,0,0,0,0,13,5,,0.0,1,0,,1,,0,0,6,0,0,0,0,0,0,0,,0,,0,0,1,0,0.28,0.28,0,5,1,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
267,25-26-friendly-crystal-palace-vs-crawley-town,64,0,0,2,0.1,0.19,2,1,0,10,42,24,,3.0,1,0,,1,,0,0,4,0,1,1,1,4,4,2,,2,,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
259,25-26-friendly-crystal-palace-vs-crawley-town,45,0,0,1,0.06,0.21,0,0,0,1,40,21,,2.0,2,0,,1,,1,1,2,0,1,1,1,2,2,2,,0,,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
272,25-26-friendly-crystal-palace-vs-crawley-town,77,0,0,0,0.0,0.02,0,0,0,0,60,46,,0.0,7,0,,4,,0,1,7,0,0,0,0,0,3,0,,0,,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
270,25-26-friendly-crystal-palace-vs-crawley-town,45,0,0,1,0.04,0.06,0,0,0,0,40,27,,1.0,2,0,,2,,1,2,1,0,0,0,1,1,1,1,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
271,25-26-friendly-crystal-palace-vs-crawley-town,45,0,0,1,0.03,0.35,0,0,0,0,40,29,,1.0,8,1,,6,,0,1,4,0,0,0,0,1,1,1,,0,,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
276,25-26-friendly-crystal-palace-vs-crawley-town,45,0,0,1,0.07,0.01,0,1,0,0,29,14,,0.0,4,0,,1,,1,1,1,0,2,1,0,3,3,3,,0,,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
278,25-26-friendly-crystal-palace-vs-crawley-town,25,0,0,1,0.07,0.09,0,1,0,3,15,7,,1.0,0,0,,0,,1,0,2,0,0,0,0,2,2,2,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
275,25-26-friendly-crystal-palace-vs-crawley-town,90,0,0,1,0.14,0.08,1,0,0,1,23,16,,0.0,1,0,,0,,0,1,1,0,0,0,1,0,3,0,,0,,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
254,25-26-friendly-crystal-palace-vs-crawley-town,45,0,0,0,0.0,0.0,0,0,0,0,20,15,,0.0,1,0,,3,,0,0,5,0,0,0,0,0,0,0,,0,,0,0,1,0,0.05,0.05,0,15,3,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
273,25-26-friendly-crystal-palace-vs-crawley-town,45,0,0,0,0.0,0.05,0,0,0,1,29,19,,1.0,5,0,,0,,0,0,3,0,0,0,0,1,2,1,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
285,25-26-friendly-crystal-palace-vs-crawley-town,25,0,0,1,0.08,0.01,0,0,0,0,8,5,,0.0,1,0,,0,,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
269,25-26-friendly-crystal-palace-vs-crawley-town,26,0,0,1,0.06,0.07,0,0,0,3,15,8,,0.0,1,0,,1,,0,0,1,0,0,0,0,1,4,1,,0,,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
281,25-26-friendly-crystal-palace-vs-crawley-town,1,0,0,0,0.0,0.0,0,0,0,0,2,1,,0.0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
387,25-26-friendly-milan-vs-liverpool,90,1,0,2,0.0,0.0,2,1,0,1,51,41,,1.0,9,0,,2,,1,0,0,0,1,0,1,3,1,3,,0,,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
374,25-26-friendly-milan-vs-liverpool,45,0,1,1,0.0,0.0,0,0,0,1,52,43,,2.0,6,0,,1,,2,0,2,0,0,0,0,5,0,4,,1,,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
384,25-26-friendly-milan-vs-liverpool,45,1,0,3,0.0,0.0,1,0,1,4,43,25,,4.0,1,3,,1,,0,0,1,0,0,0,0,0,2,0,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,,,0.0,,,0.0,0.0,0.0
370,25-26-friendly-milan-vs-liverpool,45,0,0,1,0.0,0.0,1,2,0,6,39,21,,1.0,1,0,,1,,1,0,1,0,0,0,0,6,2,6,,0,,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
366,25-26-friendly-milan-vs-liverpool,90,0,0,0,0.0,0.0,0,0,0,0,23,15,,0.0,3,0,,3,,0,0,7,0,2,0,0,0,0,0,,0,,0,0,4,1,0.0,0.0,2,15,3,0,0,0,3,0,,,0.0,,,0.0,0.0,0.0
390,25-26-friendly-milan-vs-liverpool,63,0,0,1,0.0,0.0,0,0,0,0,69,54,,0.0,10,0,,2,,1,3,5,0,2,0,1,4,1,4,,0,,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
371,25-26-friendly-milan-vs-liverpool,45,0,0,0,0.0,0.0,0,0,0,1,36,28,,0.0,3,0,,0,,0,1,4,0,1,0,0,2,0,1,,1,,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
389,25-26-friendly-milan-vs-liverpool,90,0,0,0,0.0,0.0,0,0,0,2,40,32,,1.0,4,0,,5,,1,0,2,0,0,0,0,1,1,1,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0
382,25-26-friendly-milan-vs-liverpool,90,0,0,0,0.0,0.0,0,1,0,2,36,29,,0.0,1,0,,0,,0,0,1,0,0,0,0,1,1,1,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,,,0.0,,,0.0,0.0,0.0
